school_id,schoolName,schoolType,headerImage,address,phone,familyOfSchools,schoolLevel,grades,program,capacity,current,projection_2026_27,projection_2027_28,projection_2028_29,projection_2029_30,history_label_1,history_value_1,history_label_2,history_value_2,history_label_3,history_value_3,history_label_4,history_value_4,built,age,size,modular,air_conditioning,heating,led_lighting,catchment_migration,catchment_description,parking_spots,bus_loop,girls_washrooms,boys_washrooms,gender_neutral_washrooms,universal_washroom,elevator,accessible_parking_stalls,accessible_entrance,automatic_entrance_door_operators,childcare_infant,childcare_preschool,childcare_school_age,meta_user,meta_updated,additions,playground,provincial_buildingMove,provincial_note,provincial_requested,provincial_inProgress,provincial_completed,local_requested,local_inProgress,local_completed
ecolevanbelleghem,École Van Belleghem,École,public/vanbelleghem.jpg,10 Vermillion Rd.,(204) 255-1134,BÉLIVEAU FOS,Elementary School,K-8,French Immersion,320,318,340,373,398,424,2021_22,416,2022_23,432,2023_24,447,2024_25,450,1967,57 years,37212 ft²,2,"Office, multipurpose room, band room, staff room","Natural gas, electric","Kindergarten, library, music, MPR, classrooms (18)",7.80%,Net annual movement in and out of catchment (5-yr. avg.),20,YES,1,1,2,Required,n/a,1,YES,YES,0,19,28,CommsLRSD,10/16/2025 17:22,"1968|15,486 ft²","Basketball action play system|Basketball Court|Nature playground|Tree climbing system|Zipline|Honeycomb structure|Play structures|Swings|Bike cage|City Property: Baseball field, Soccer nets",,,"New Elementary School: Sage Creek Bonavista (Under construction, open fall 2025)|New Elementary School: Precinct K neighbourhood|Universal washrooms|Relocation of Modular Classrooms to Island Lakes Community School (summer 2025)|Roof replacement (Partial)",,Lighting Retrofits,Skylights covers removal|Lighting upgrade|Operable windows|Asphalt play area replacement|Soundproofing in multi-purpose room|Playground drainage|Main office renovation|Skylights replacement|HVAC system,,Door and frame replacement|Flooring replacement (library)|General renovations|Flooring replacement (front & rear entrances)|New classroom in library|Library reconfiguration to include kindergarten classroom with washroom|Gender-neutral washrooms|Replaced entrance carpet|Installed Portable Air Conditioning units
ecolevarennes,École Varennes,École,public/varennes.png,22 Varennes Ave.,(204) 253-1375,JEANNE-SAUVÉ FOS,Elementary School,K-6 (Grades 7 & 8 moved to École Henri Bergeron in 2025-26),French Immersion,425,353,399,402,389,370,2021_22,370,2022_23,358,2023_24,382,2024_25,421,1951,73 years,38400 ft²,0,"Room 2 (music), room 20",Natural gas,Classrooms (3),-1.60%,Net annual movement in and out of catchment (5-yr. avg.),38,Required,2,2,1,Required,Required,2,YES,Required,0,0,37,CommsLRSD,10/16/2025 17:22,"1953|8,103 ft²||1959|18,954 ft²||1976|1,525 ft² (Flood relief building, intended to last 20 years)",Sandbox|Tire Swings|Soccer nets|Baseball diamond|Slide|Play structure|Basketball|Basketball action play|Sharing circle,,,"Building Replacement [≈55,000 ft2]|Additional Air Make Up unit to gym|Roof replacement (Full)",,,Elevator|Accessible washroom on each floor|HVAC system|Ceiling tiles replacement|Make-up air unit|Flooring|Ceiling and lighting upgrade|Washrooms renovation|Exhaust fan replacement|Parking lot paving|Flooring replacement|Windows replacement|Gym ceiling acoustic material removal|Gym mezzanine expansion,Asphalt repair,Flooring replacement|Electrical plug installation (parking lot)|Intercom system|Automatic door operators|Ramp at library door
frontenac,Frontenac School,School,public/frontenac.jpg,866 Autumnwood Dr.,(204) 257-0609,WINDSOR PARK FOS,Elementary School,K-8,English Program,475,398,402,415,406,382,2021_22,454,2022_23,426,2023_24,406,2024_25,407,1956,68 years,56965 ft²,2,Full building,Natural gas,"Staff room 34, room 28",-1.00%,Net annual movement in and out of catchment (5-yr. avg.),55,Required,4,4,4,YES,YES,1,YES,YES,0,30,30,CommsLRSD,10/16/2025 17:22,"1959|16,000 ft²||1964|5,000 ft²||1970|13,865 ft²||1986|1,050 ft²||1987|1,050 ft²",Play structures|Soccer area|Basketball court|Gaga Ball pit|Tetherball,,,Roof replacement (Partial),,Universal washroom,School repainting|HVAC system|Windows replacement|Washroom and laundry room renovation|Ceiling tiles replacement|Change room renovation|Concrete accessible loading pad|Wall fracture,,Window replacement|Step repairs|Ramp repair|Floor tile replacement|Playground asphalt resurfacing|Canopy outside modular classrooms|Concrete sidewalk in the bus loading zone|Upgrade eye wash stations|Repair fracture in the wall between the existing and addition building
generalvanier,General Vanier School,School,public/generalvanier.jpg,18 Lomond Blvd.,(204) 255-1400,WINDSOR PARK FOS,Elementary School,K-8,English Program,280,218,223,224,214,206,2021_22,247,2022_23,251,2023_24,261,2024_25,237,1961,63 years,50644 ft²,0,Full building,Natural gas,Room 6,2.00%,Net annual movement in and out of catchment (5-yr. avg.),39,YES,4,4,4,YES,YES,0,YES,YES,0,30,35,CommsLRSD,10/16/2025 17:22,"1963|26,000 ft²||1969|8,644 ft²","Gaga Ball pit|Swing sets|Play structures|Basketball court|Climbing bars|Glider and Merry-go-round|City Property: Swing set, Wading pool, Soccer fields",,,Roof repairs,,Universal washroom,School grounds redevelopment|Partitions and washroom door replacement|Lockers|Flooring replacement|Library shelves|Demising wall removal|Library move to main floor|Gender-neutral washrooms|HVAC system|Doors replacement,,Fix wheelchair accessible ramps|Vestibule renovations|Blacktop repair
glenlawn,Glenlawn Collegiate,Collegiate,public/glenlawn.jpg,770 St. Mary's Rd.,(204) 233-3986,GLENLAWN FOS,High School,12-Sep,English Program,1000,1000,1055,1051,1091,1136,2021_22,886,2022_23,911,2023_24,1059,2024_25,1105,1949,75 years,140850 ft²,0,"Everywhere except senior woodshop, autoshop",Natural gas,None,-0.10%,Net annual movement in and out of catchment (5-yr. avg.),110,Required,5,5,9,1,Partial,5,YES,YES,0,0,0,CommsLRSD,10/16/2025 17:22,1956|||1965|||1972|||1975|||1997|Rebuild,"City Property: Long jump track with sandpit, Volleyball court, Soccer fields, Basketball court, Shade structure",,,"New High School: Precinct K neighbourhood|Graphics lab (ventilation, ceiling, lights, dark room, storage)|Roof replacement (Partial)",,Rooftop unit replacement,"Elevator installation|HVAC system|Metal shops renovation|Lighting and painting upgrade in automotive shop|Lighting, millwork, and painting upgrade in electronics|Graphic arts renovation|Lighting and stair treads|Lockers replacement|Gender-neutral washroom|Flooring replacement",,Enclose junior high lab electrical panel|Door replacement|Foods and nutrition lab|Fire alarm upgrade|Replaced flooring in Room 240|Renumbering of rooms
glenwood,Glenwood School,School,public/glenwood.jpg,51 Blenheim Ave.,(204) 233-3619,GLENLAWN FOS,Elementary School,K-8,English Program,325,281,268,269,281,279,2021_22,198,2022_23,216,2023_24,235,2024_25,266,1910,114 years,63094 ft²,0,"Main office, staff room",Natural gas,"Gym, office, storage, classrooms (4)",-0.20%,Net annual movement in and out of catchment (5-yr. avg.),32,Required,2,2,5,Required,Required,0,YES,Required,0,15,50,CommsLRSD,10/16/2025 17:22,"1954|5,936 ft²||1955|9,215 ft²||1974|12,077 ft²",Play structures|Basketball action play|Basketball court|City Property: Baseball diamonds,,,New High School: Precinct K neighbourhood,Elevator|Universal washroom|Roof replacement (Partial),,Washroom renovations|Windows replacement|Exterior painting|Flooring replacement|Interlock with dust collector in maker studio|School renumbering|HVAC system|Main office renovation|Elevator|Bell tower roof repair|Front entrance ramp,Wall refinishing and repainting,Chimney repair|Pave parking lot with asphalt|Replaced windows in the west wing
hspaul,H.S. Paul School,School,public/hspaul.jpg,160 Southglen Blvd.,(204) 254-7477,DAKOTA FOS,Elementary School,K-8,English Program,425,364,373,361,368,377,2021_22,394,2022_23,413,2023_24,398,2024_25,383,1989,35 years,46558 ft²,2,"Back hallway, main building (needs repairs)","Natural gas, electric, geothermal",Room 6,0.30%,Net annual movement in and out of catchment (5-yr. avg.),42,YES,2,2,1,YES,n/a,1,YES,YES,8,40,72,CommsLRSD,10/16/2025 17:22,"1991|1,502 ft² (2 modular classrooms uninhabitable)",Play structures|Swing sets|Basketball court|Basketball action play system|Baseball diamond|Soccer nets,,,New High School: Precinct K neighbourhood|Boiler replacement|Roof replacement (Partial),,Rooftop unit and Make-up Air replacement,Air conditioning installation|Cabinets and countertops in canteen,Exterior wall repair,Portable A/C unit|Coat hooks|Lockable storage cabinet|Boot racks|Intercom call button relocation|Compressor replacement
hastings,Hastings School,School,public/hastings.jpg,50 Hastings Blvd.,(204) 253-1371,DAKOTA FOS,Elementary School,K-8,English Program,280,207,231,237,221,217,2021_22,198,2022_23,216,2023_24,235,2024_25,234,1960,64 years,36100 ft²,0,Everywhere except gym,Natural gas,"Gym, hallways, main entry, offices, storage, movement room, staff washrooms, custodial room, elevator",-0.20%,Net annual movement in and out of catchment (5-yr. avg.),Not specified,YES,1,1,2,YES,YES,1,YES,YES,0,18,32,CommsLRSD,10/16/2025 17:22,,Basketball court|Play structure|Soccer field|Gravel track|Baseball diamond|Indigenous garden|Tether ball,,,New High School: Precinct K neighbourhood|Boiler replacement,,Elevator|Universal washroom,Student washrooms renovation|Gym air conditioning|Main floor school office relocation|Windows replacement,Exterior windows|Wall repair|Loose wiring securing,Portable A/C unit|Steps repair|Replaced windows on the west side of the building|Installed Fence and added walkpath in the school bus loop
highbury,Highbury School,School,public/highbury.jpg,99 Highbury Rd.,(204) 254-5078,DAKOTA FOS,Elementary School,K-8,English Program,445,411,433,410,394,384,2021_22,409,2022_23,407,2023_24,438,2024_25,450,1991,33 years,65496 ft²,0,Full building,Natural gas,"Gym, multipurpose room stage, office, hygiene room",1.50%,Net annual movement in and out of catchment (5-yr. avg.),41,YES,4,4,2,YES,n/a,1,YES,YES,16,56,62,CommsLRSD,10/16/2025 17:22,"1992|13,185 ft²||1997|4,844 ft²||2001|4,456 ft²||2005|1,000 ft²||2014|4,843 ft²","City Property: Play structures, Soccer field, Basketball court, Baseball diamond",,,New High School: Precinct K neighbourhood|New Elementary School: Precinct K neighbourhood|Universal washroom|Roof replacement (Partial),,Make Up Air replacement (2)|Compressor replacement,Staff room renovation|Meeting room window|Flooring replacement|Skylight blind in multi-purpose room|Outdoor storage|School office flooring replacement|Lockers|Food and nutrition lab renovation|Metal roof and overhang repainting,,Dust collector layout reconfiguration and added electrical to accommodate the relocated equipment|Painting of all classrooms|Interlock for dust collector installation|Repainting of the metal roof and metal overhang at the doorway
islandlakes,Island Lakes Community School,School,public/islandlakes.jpg,445 Island Shore Blvd.,(204) 254-6247,J.H. BRUNS FOS,Elementary School,K-8,English Program,790,710,740,743,752,764,2021_22,497,2022_23,585,2023_24,687,2024_25,750,2001,23 years,59927 ft²,2,Full building,"Natural gas, electric",Classrooms (3),9.00%,Net annual movement in and out of catchment (5-yr. avg.),36,YES,3,3,7,YES,n/a,2,YES,YES,4,62,65,CommsLRSD,10/16/2025 17:22,"2009|5,785 ft² (2 modular classrooms added Oct. 2024)","Play structures|Swing set|Soccer nets|Basketball action play|City Property: Basketball court, Baseball diamond, Tennis court",,,"New Elementary School: Sage Creek Bonavista (Under construction, open fall 2025)|New Elementary School: Precinct J neighbourhood|New Elementary School: Precinct K neighbourhood|New High School: Precinct K neighbourhood|Additional Air Make Up unit for gym|Roof replacement (Partial)",Relocation of Modular Classrooms to ILCS from École Van Belleghem (summer 2025),Installation of Modular Classrooms (2) | Relocation of Modular Classrooms (2) from St. Germain,Library desk trims|Air Make Up unit|Universal washroom upgrade|Canteen renovation|Main entrance benches|Washroom countertop replacements|Entrance flooring replacement|Staff room renovation,,Shelving installation|Two classrooms added to library
